label,message
ham,"If we hit it off, you can move in with me :)"
ham,S..antha num corrct dane
ham,Are you wet right now?
ham,Tension ah?what machi?any problem?
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,"Babe, I need your advice"
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham,I'm not coming home 4 dinner.
ham,Its going good...no problem..but still need little experience to understand american customer voice...
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
ham,Ü ready then call me...
ham,Its a part of checking IQ
ham,"Sorry, I'll call later in meeting."
ham,"The table's occupied, I'm waiting by the tree"
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,Speaking of does he have any cash yet?
ham,TaKe CaRE n gET WeLL sOOn
ham,Another month. I need chocolate weed and alcohol.
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
ham,Good morning pookie pie! Lol hope I didn't wake u up
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
ham,Then what about further plan?
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
spam,Adult 18 Content Your video will be with you shortly
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham,;-) ok. I feel like john lennon.
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
ham,Yep get with the program. You're slacking.
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
ham,Watching tv now. I got new job :)
ham,Smith waste da.i wanna gayle.
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
ham,Did you get any gift? This year i didnt get anything. So bad
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,"Uh, heads up we don't have THAT much left"
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,What happened in interview?
ham,Hey come online! Use msn... We are all there
ham,K.:)you are the only girl waiting in reception ah?
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
ham,K:)eng rocking in ashes:)
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
ham,Reverse is cheating. That is not mathematics.
ham,No de. But call me after some time. Ill tell you k
ham,Shall call now dear having food
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,Minimum walk is 3miles a day.
ham,Will ü b going to esplanade fr home?
ham,From tomorrow onwards eve 6 to 3 work.
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
ham,I cant wait to see you! How were the photos were useful? :)
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,On the road so cant txt
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
ham,No just send to you. Bec you in temple na.
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,Is toshiba portege m100 gd?
ham,Oh just getting even with u.... u?
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... 
ham,What not under standing.
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,I'll reach in ard 20 mins ok...
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,Yes! How is a pretty lady like you single?
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
ham,I'm leaving my house now...
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
ham,Am in film ill call you later.
ham,Got meh... When?
ham,S:-)kallis wont play in first two odi:-)
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
ham,Okay... I booked all already... Including the one at bugis.
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
ham,Yar else i'll thk of all sorts of funny things.
ham,Now got tv 2 watch meh? U no work today?
ham,Carlos'll be here in a minute if you still need to buy
ham,Every monday..nxt week vl be completing..
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
ham,Pathaya enketa maraikara pa'
ham,"It‘s reassuring, in this crazy world."
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,Huh so late... Fr dinner?
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
ham,Uhhhhrmm isnt having tb test bad when youre sick
ham,Guess who spent all last night phasing in and out of the fourth dimension
ham,Oh god..taken the teeth?is it paining
ham,You need to get up. Now.
ham,Update your face book status frequently :)
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,I'm thinking that chennai forgot to come for auction..
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,Lol I would but despite these cramps I like being a girl.
ham,Can you pls send me that company name. In saibaba colany
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
ham,"Come to me right now, Ahmad"
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,It should take about  &lt;#&gt;  min
ham,I want to lick your pussy now...
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
ham,Quite lor. But dun tell him wait he get complacent...
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,Good Morning plz call me sir
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,Nope watching tv at home... Not going out. V bored...
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
ham,yes baby! I need to stretch open your pussy!
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
ham,"And very importantly, all we discuss is between u and i only."
ham,Oh ic. I thought you meant mary jane.
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Who's there say hi to our drugdealer
ham,Hey whats up? U sleeping all morning?
ham,You could have seen me..i did't recognise you Face.:)
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
ham,"K, I might come by tonight then if my class lets out early"
ham,What are youdoing later? Sar xxx
